"Title","Sales Rank: 30 days avg.","Sales Rank: 90 days avg.","Buy Box 🚚: Current","Buy Box 🚚: Stock","New: Current","New: Highest","New, 3rd Party FBM 🚚: 30 days avg.","Lowest FBM Seller","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC","Parent ASIN","Brand","Prime Eligible (Buy Box)"
"Speedo Women's Swimsuit One Piece Endurance+ Cross Back Printed Adult Team Colors","353989","277705","$ 37.48","1","$ 37.48","$ 79.51","$ 37.48","A3V1BO3WFJIOCU","2","B07Q7D1G44","0011527127910","011527127910","B07BY6GHW2","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Cross Back Printed Adult Team Colors","345000","281983","$ 54.60","1","$ 54.60","$ 84.00","$ 54.60","A3V1BO3WFJIOCU","1","B07Q33CKKV","0011527128146","011527128146","B07BY6GHW2","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Cross Back Printed Adult Team Colors","353410","287609","$ 49.95","1","$ 45.00","$ 89.99","$ 49.95","A3V1BO3WFJIOCU","1","B07Q33CQGM","0011527128191","011527128191","B07BY6GHW2","Speedo","no"
"Speedo Women's Standard Swimsuit One Piece Endurance+ Flyback Printed Adult Team Colors, Emerging Blue/Green, 26","277336","226257","$ 53.24","1","$ 48.29","$ 103.80","$ 53.24","A3V1BO3WFJIOCU","2","B08WJQR5F3","0011527134413","011527134413","B07BY4V98M","Speedo","no"
"Speedo Women's Standard Swimsuit One Piece Endurance+ Flyback Printed Adult Team Colors, Emerging Blue/Green, 28","915836","767940","$ 31.94","7","$ 27.95","$ 103.80","$ 32.29","A218NCVVSLQN1Q","1","B08WJQ5BTT","0011527134420","011527134420","B0CDQHPF9Q","Speedo","no"
"Speedo Women's Standard Swimsuit One Piece Endurance+ Flyback Printed Adult Team Colors, Emerging Blue/Green, 30","267989","218549","$ 50.40","28","$ 50.40","$ 171.91","$ 50.70","A218NCVVSLQN1Q","1","B08WJQGH9L","0011527134437","011527134437","B07BY4V98M","Speedo","no"
"Speedo Men's Standard Swimsuit Brief Creora Highclo Printed, Sea Ridge Porcelain, 32","245953","318380","$ 33.98","1","$ 29.99","$ 59.63","$ 36.18","A218NCVVSLQN1Q","1","B09T4NW3NH","0011527143668","011527143668","B0876RWL81","Speedo","no"
"Speedo UnisexAdult Large Teamster Backpack 35Liter One Size","11205","8784","$ 49.95","70","$ 49.95","$ 75.05","$ 49.95","A3ECVXATGGI23C","3","B09QRWGNQ5","0011527148328","011527148328","B0CP85Q1SL","Speedo","no"
"Speedo UnisexAdult Large Teamster Backpack 35Liter One Size","11380","8846","$ 49.95","66","$ 49.95","$ 79.99","$ 49.95","A3ECVXATGGI23C","2","B09QRJJY52","0011527148335","011527148335","B0CP85Q1SL","Speedo","no"
"Speedo womens Endurance+ Super Pro Solid Adult athletic one piece swimsuits, Speedo Black, 28 US","64681","48038","$ 71.06","15","$ 71.06","$ 85.80","$ 68.13","A218NCVVSLQN1Q","2","B000YLY5AQ","0011529686224","011529686224","B0CJKV9C6Z","Speedo","no"
"Speedo 819005 Girls Solid Powerflex Flyback(Youth), Black, 26","749344","891187","$ 69.50","1","$ 69.50","$ 69.50","$ 69.50","A1MK3EL1DZNNOE","1","B0027Z1OKQ","0011529687276","011529687276","B086F3VL8J","Speedo","no"
"Speedo Girl's Swimsuit One Piece Endurance+ Flyback Solid Youth Team Colors","360824","370608","$ 54.70","30","$ 49.75","$ 75.00","$ 54.70","A3V1BO3WFJIOCU","2","B002DQ88IK","0011529692881","011529692881","B0CGYJCP4V","Speedo","no"
"Champion Basic Tee,Light Blue,3XL","223295","251012","$ 12.19","44","$ 12.19","$ 17.19","$ 12.66","-","8","B000FTUAXS","0011919033072","011919033072","B00LB9ZE8C","Champion","no"
"Champion Adult 50/50 Crewneck Sweatshirt, Ash - Size Small","105524","72221","$ 26.00","1","$ 26.00","$ 38.00","$ 25.33","-","2","B001NVXTXK","0011919033560","011919033560","B0945MYBGQ","Champion","no"
"Champion Adult 50/50 Crewneck Sweatshirt, Dark Green - Size Large","105950","71295","$ 25.98","14","$ 25.98","$ 39.99","$ 25.65","A24PMLVD7778TG","6","B001NW3Q6E","0011919033829","011919033829","B0945MYBGQ","Champion","no"
"Champion Men's Long-Sleeve Tagless T-Shirt, Large - Royal Blue","696729","653179","$ 15.40","195","$ 12.95","$ 14.55","$ 16.79","ANZYNJW9IIF9C","8","B001L961OI","0011919035946","011919035946","B00N2ZLK9K","Champion","no"
"Champion Adult Pullover Hooded Sweatshirt, Black, Large","826111","770261","$ 29.32","340","$ 29.32","$ 36.12","$ 29.35","A3PEUHHEN7V8XI","9","B001NW5IWE","0011919037216","011919037216","B06XY2FJ9S","Champion","no"
"Champion Men's Front Pocket Pullover Hoodie Sweatshirt, Large, C-gold","786645","692621","$ 30.83","430","$ 30.64","$ 70.94","$ 30.70","-","7","B001NW1VT8","0011919037452","011919037452","B014WBUJNK","Champion","no"
"Champion Men's 50/50 Pullover Drawstring Hood, LIGHT STEEL, Small","802812","709678","$ 30.02","25","$ 30.02","$ 30.91","$ 29.43","A3PEUHHEN7V8XI","7","B001NW1UGM","0011919037551","011919037551","B014WBUJNK","Champion","no"
"Champion Men's Shorts, Mesh Shorts, 9"", Men's Mesh Basketball Shorts, Men's Mesh Gym Shorts","70036","123546","$ 25.14","307","$ 24.95","$ 27.95","$ 24.93","-","2","B002GM9N8A","0011919109678","011919109678","B0CKFHW1D4","Champion","no"
"Champion Men's Shorts, Mesh Shorts, 9"", Men's Mesh Basketball Shorts, Men's Mesh Gym Shorts","73674","123781","$ 24.17","88","$ 23.80","$ 26.95","$ 23.79","-","3","B002GM4JIE","0011919109685","011919109685","B0CKFHW1D4","Champion","no"
"Champion Double Dry Tee, XL-Scarlet","424099","363412","$ 9.97","125","$ 9.94","$ 15.29","$ 9.94","A1IXTE872UXQA2","7","B001L9B3Y6","0011919114214","011919114214","B007MNCASS","Champion","no"
"Champion Essential Double Dry Tee","448302","372395","$ 7.66","2","$ 6.98","$ 15.98","$ 7.90","A1IXTE872UXQA2","8","B001L995LO","0011919114306","011919114306","B007MNCASS","Champion","no"
"Champion womens CW22 Double Dry Tee, White, Medium","443389","368095","$ 9.33","210","$ 9.30","$ 13.55","$ 9.30","A1IXTE872UXQA2","8","B001L961S4","0011919114313","011919114313","B007MNCASS","Champion","no"
"Champion 82/18 Reverse Weave Crew - Scarlet - SMALL","684537","553351","$ 45.74","25","$ 45.14","$ 49.98","$ 45.46","A2EDR7YR1BSPTD","13","B001KI4K8O","0011919115457","011919115457","B07C5K3DYV","Champion","no"
"Champion 12 oz, 82/18 Reverse Weave Crew M SCARLET","680476","563864","$ 46.46","35","$ 37.98","$ 45.46","$ 44.99","AA1N2UGMFXRJF, A2EDR7YR1BSPTD, A1QSMPD61R1S0S, A3EBG4CCR3QS2E, A1XXW8XYO75I8U, A3PEUHHEN7V8XI","13","B001KI4K8Y","0011919115464","011919115464","B07C5K3DYV","Champion","no"
"Champion 12 oz, 82/18 Reverse Weave Crew L SCARLET","656743","544230","$ 45.29","75","$ 45.28","$ 49.98","$ 45.30","-","11","B001KI4K7K","8057016396599, 0011919115471","011919115471","B07C5K3DYV","Champion","no"
"Champion Mens 12 Oz 82/18 Reverse Weave Crew (S149) -Scarlet -2XL","672059","554351","$ 51.44","2","$ 39.85","$ 53.98","$ 47.89","A12TZ1M8Z3AEZ7","10","B001KI7PSG","0011919115495","011919115495","B07C5K3DYV","Champion","no"
"Champion Men's Cotton Long Sleeve Tee, Navy, M","135059","139660","$ 19.95","12","$ 19.05","$ 19.99","$ 19.12","A24PMLVD7778TG","4","B01JSQXACG","0011919156269","011919156269","B01KTLPNHE","Champion","no"
"Champion Men's Shorts, Mesh Shorts, 9"", Men's Mesh Basketball Shorts, Men's Mesh Gym Shorts","75153","123555","$ 23.95","16","$ 23.95","$ 30.02","$ 23.95","A4QCB252L7I67","1","B0035KOL8Y","0011919272259","011919272259","B0CKFHW1D4","Champion","no"
"Champion Men's Shorts, Mesh Shorts, 9"", Men's Mesh Basketball Shorts, Men's Mesh Gym Shorts","74726","119610","$ 23.95","6","$ 23.95","$ 30.02","$ 23.95","A4QCB252L7I67","1","B0035KSO0A","0011919272273","011919272273","B0CKFHW1D4","Champion","no"
"Champion Men's Shorts, Mesh Shorts, 9"", Men's Mesh Basketball Shorts, Men's Mesh Gym Shorts","73753","120578","$ 24.95","8","$ 24.95","$ 32.64","$ 24.95","A4QCB252L7I67","1","B0035KQL2S","0011919272280","011919272280","B0CKFHW1D4","Champion","no"
"Champion Double Dry Action Fleece Full Zip Hood S800, L, Charcoal Heather","93845","81512","$ 35.86","275","$ 35.41","$ 43.98","$ 35.69","A1QSMPD61R1S0S","13","B00BBWA72C","0011919370085","011919370085","B0B2KGTHR7","Champion","no"
"Champion Adult Eco Full-Zip Hooded Fleece,Charcoal,XXX-Large","93476","80893","","","$ 40.23","$ 45.96","$ 39.47","AA1N2UGMFXRJF","10","B00BBWA830","0011919377442","011919377442","B0B2KGTHR7","Champion","no"
"Champion Men's Mesh 9in Basketball Gym Shorts, Athletic Dark Green, XX-Large","439071","486885","$ 23.33","122","$ 22.90","$ 23.95","$ 23.50","ANZYNJW9IIF9C","8","B006Z8IRX8","0011919747412","011919747412","B00PXSBL4I","Champion","no"
"Champion 3.7 oz. Long Mesh Shorts with Pockets 2XL ATHLETIC ROYAL","422376","488694","$ 21.11","22","$ 16.95","$ 23.95","$ 21.24","AA1N2UGMFXRJF","12","B006Z8IS9Q","0011919747474","011919747474","B00PXSBL4I","Champion","no"
"Champion Double Dry Action Fleece Crew","805994","683908","$ 26.99","10","$ 26.65","$ 29.98","$ 26.82","-","13","B007LCXQME","0011919796717","011919796717","B0151JTBXG","Champion","no"
"Champion Crewneck Sweatshirt - S600","836429","705753","","","$ 21.16","$ 36.15","$ 21.88","A2EDR7YR1BSPTD","13","B007LCXUAM","0011919796915","011919796915","B0151JTBXG","Champion","no"
"Champion Ladies 9 oz., 50/50 EcoSmart Crew (S600) -MAROON -2XL","787296","676498","$ 20.35","1","$ 16.95","$ 26.93","$ 22.52","A2EDR7YR1BSPTD","11","B007LCXW4G","0011919796946","011919796946","B0151JTBXG","Champion","no"
"Champion Men's Double Dry Eco Crew Neck Fleece Orange,XL","802059","691280","$ 24.95","10","$ 24.73","$ 32.26","$ 24.94","-","8","B007LCY7T0","0011919797059","011919797059","B0151JTBXG","Champion","no"
"Champion Double Dry Action Fleece Crew","790574","677730","","","$ 22.98","$ 27.09","$ 27.00","AO47Q88M4BM56","8","B007LCY8BM","0011919797066","011919797066","B0151JTBXG","Champion","no"
"Champion Double Dry Action Fleece Crew","804824","666447","$ 19.95","19","$ 19.95","$ 45.08","$ 19.95","A3O0OFH6JRGTJA","1","B007X5GKCC","0011919797127","011919797127","B0151JTBXG","Champion","no"
"Champion Double Dry Action Fleece Crew","810258","681765","","","$ 22.45","$ 25.98","$ 22.48","AO47Q88M4BM56","13","B007LCYADS","0011919797226","011919797226","B0151JTBXG","Champion","no"
"Champion Adult 50/50 Crewneck Sweatshirt, White - Size Small","808357","695083","$ 21.86","","$ 21.71","$ 36.80","$ 21.77","-","14","B001NW5DV0","0011919797325","011919797325","B0151JTBXG","Champion","no"
"Champion Double Dry Action Fleece Pullover Hood","468189","485568","","","$ 26.85","$ 39.02","$ 32.84","A12TZ1M8Z3AEZ7","4","B0070NTWCW","0011919797776","011919797776","B09Y3XDZBS","Champion","no"
"Champion Double Dry Action Fleece Pullover Hood Gold","456453","476736","$ 30.17","665","$ 30.17","$ 39.99","$ 30.56","-","7","B0070NUED8","0011919797844","011919797844","B09Y3XDZBS","Champion","no"
"Champion Double Dry Action Fleece Pullover Hood Orange","473977","483718","$ 31.52","215","$ 29.99","$ 39.95","$ 30.16","AO47Q88M4BM56, A2EDR7YR1BSPTD, A3EBG4CCR3QS2E, A1QSMPD61R1S0S","12","B0070NUXCK","0011919798124","011919798124","B09Y3XDZBS","Champion","no"
"Champion Double Dry Action Fleece Pullover Hood (Scarlet, M)","695056","603396","$ 30.64","","$ 30.50","$ 36.51","$ 30.50","A3EBG4CCR3QS2E","6","B01KGH2HEI","0011919798315","011919798315","B00QX0WGWG","Champion","no"
"Champion mens Eco 9 oz. Full-Zip Hood(S800)-SILVER GREY-L","95586","82582","$ 37.41","","$ 37.41","$ 96.91","$ 37.48","-","7","B007LCUKIM","0011919799329","011919799329","B0B2KGTHR7","Champion","no"
"Columbia Unisex-adult Military Web Belt-Adjustable One Size Cotton Strap and Metal Plaque Buckle , Brown","7264","8061","","","","$ 30.00","","-","","B01M8L1L80","0017149792635","017149792635","B08P3H8K2K","Columbia","yes"
"Columbia Medium Weight Snowfall Thermal 2-Pack Black/Black Women's 4-10","723039","692095","$ 15.99","1","$ 15.99","$ 15.99","$ 15.99","-","0","B08D98HXPY","0023616608934","023616608934","","Columbia","yes"
"Columbia Women's Wool Buffalo Plaid Crew Socks 2 Pair, Black Grey, Size: 4-10","943920","898286","$ 9.99","1","$ 9.99","$ 15.99","$ 11.99","A2SDAAD8AS0H2M","1","B0BYBLG19D","0023616645670","023616645670","B0BYBFMX6K","Columbia","yes"
"Columbia Men's RFID Blocking Extra Capacity Slimfold Wallet Accessory, -brown, 1siz","975420","1152850","$ 33.99","81","$ 33.99","$ 68.46","$ 33.99","A37AIZO7U0H5MD","1","B076HMKCRD","0026217218014","026217218014","B0D1VD2TSK","Columbia","no"
"Columbia Men's Coated Leather Extra Capacity Slimfold Wallet, Compact,Rfid Blocking,Slim, Brown, One Size","91900","73425","$ 33.99","116","$ 33.99","$ 39.95","$ 33.99","A37AIZO7U0H5MD","1","B000O7T60O","0026217256467","026217256467","B0D15DFQBH","Columbia","no"
"Columbia Men's Rfid Slim Front Pocket Wallet With Magnetic Money Clip","873046","837168","$ 32.98","49","$ 32.98","$ 93.29","$ 33.44","A209VYZW8J328W","2","B081S4RFH7","0026217562094","026217562094","","Columbia","no"
"Speedo Men's ProLT Jammer (24, Black)","25670","1268442","","","$ 28.99","$ 62.31","$ 28.99","A14LZX2H5UP6LU","1","B07G4FBGYQ","0027556014305","027556014305","B01JBKVH24","Speedo","no"
"Speedo Men's Jacket Full Zip Tech Team Warm Up","979512","764834","$ 60.18","32","$ 60.18","$ 82.00","$ 60.18","A3V1BO3WFJIOCU","3","B01HDHJMNI","0027556034648","027556034648","B0BJ1QR14F","Speedo","no"
"Speedo Women's Jacket Full Zip Tech Team Warm Up","1119657","975917","$ 53.95","1","$ 49.00","$ 82.00","$ 53.95","A3V1BO3WFJIOCU","3","B01G2R1LCA","0027556034952","027556034952","B01HU8OAR8","Speedo","no"
"Speedo Boy's Swim Trunk Knee Length Boardshort E-Board Printed","343830","417524","$ 44.95","1","$ 34.00","$ 34.00","$ 43.51","AOPJFPFHFBZL5","1","B01MRUHY50","0027556095458","027556095458","B0BY5PB6KQ","Speedo","no"
"Speedo Unisex-Adult Swim Cap Fastskin Competition","294557","238373","","","$ 50.00","$ 79.91","$ 50.00","A3VX72MEBB21JI","1","B06Y2QCVPX","0027556118553","027556118553","B01I1YUIVW","Speedo","no"
"Speedo Unisex-Adult Swim Goggles Speed Socket 2.0","1405","1041","$ 34.85","43","$ 29.90","$ 96.77","$ 34.85","A3V1BO3WFJIOCU","1","B06XDGDDWR","0027556119970","027556119970","B0BY5YNL8Y","Speedo","no"
"Speedo Men's Swimsuit Jammer Endurance+ Cyclone Strong - Manufacturer Discontinued","402812","441630","$ 26.90","10","$ 21.95","$ 54.00","$ 26.90","A3V1BO3WFJIOCU","1","B06Y1P8RYY","0027556131415","027556131415","B06Y16HK55","Speedo","no"
"Speedo Men's Swimsuit Jammer Endurance+ Cyclone Strong - Manufacturer Discontinued","409526","477935","$ 26.90","22","$ 21.95","$ 54.00","$ 26.90","A3V1BO3WFJIOCU","1","B06Y1LT8QL","0027556131576","027556131576","B06Y16HK55","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Strong Back Printed Team Colors - Manufacturer Discontinued","826555","1143720","$ 42.20","1","$ 37.95","$ 99.84","$ 65.36","A3V1BO3WFJIOCU","2","B06Y14ZNZK","0027556135062","027556135062","B06Y1L4ZNZ","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Strong Back Printed Team Colors - Discontinued","1165363","1457754","$ 39.66","24","$ 35.57","$ 76.50","$ 39.66","A3V1BO3WFJIOCU","3","B06Y1P4LCL","0027556135109","027556135109","B06Y1L4ZNZ","Speedo","no"
"Speedo Women's Swimsuit One Piece PowerFlex Flyback Printed Adult Team Colors","594758","641098","$ 39.00","12","$ 39.00","$ 69.50","$ 39.00","A3V1BO3WFJIOCU","1","B06Y152SQ5","0027556138261","027556138261","B0C369T62N","Speedo","no"
"Speedo Women's Swimsuit One Piece PowerFlex Flyback Printed Adult Team Colors","600993","649644","$ 45.00","1","$ 45.00","$ 104.45","$ 45.00","A3V1BO3WFJIOCU","1","B06Y16QMP3","0027556138346","027556138346","B0C369T62N","Speedo","no"
"Speedo Women's Swimsuit One Piece PowerFlex Flyback Printed Adult Team Colors","596364","630160","$ 39.00","2","$ 39.00","$ 104.45","$ 39.00","A3V1BO3WFJIOCU","1","B06Y14CWD9","0027556138353","027556138353","B0C369T62N","Speedo","no"
"Speedo Women's Swimsuit One Piece PowerFlex Flyback Printed Adult Team Colors","612899","676982","$ 39.00","12","$ 39.00","$ 69.55","$ 39.00","A3V1BO3WFJIOCU","1","B06Y14ZNWF","0027556138513","027556138513","B0C369T62N","Speedo","no"
"Speedo Women's Swimsuit One Piece PowerFlex Flyback Printed Adult Team Colors","556323","597469","$ 39.00","1","$ 39.00","$ 74.00","$ 39.00","A3V1BO3WFJIOCU","1","B06Y1KNZNJ","0027556138537","027556138537","B0C369T62N","Speedo","no"
"Speedo Women's Swimsuit One Piece PowerFlex Flyback Printed Adult Team Colors","604019","650613","$ 37.95","2","$ 37.95","$ 74.00","$ 37.95","A3V1BO3WFJIOCU","1","B06Y1P7LF9","0027556138605","027556138605","B0C369T62N","Speedo","no"
"Speedo Men's Swimsuit Jammer PowerFlex Eco Hydro Amp - Manufacturer Discontinued","1383521","1398036","$ 29.85","2","$ 24.90","$ 49.00","$ 29.85","A3V1BO3WFJIOCU","1","B06Y1LYXG9","0027556143050","027556143050","B06Y14Y293","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Strong Back Printed Team Colors - Manufacturer Discontinued","1209298","1448818","$ 46.11","2","$ 38.92","$ 84.00","$ 46.11","A6IR2CJT5BDI6","1","B06Y169CVT","0027556149663","027556149663","B06Y1L4ZNZ","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Flyback Printed Adult Team Colors - Discontinued","803131","783216","$ 42.90","2","$ 37.95","$ 84.00","$ 42.90","A3V1BO3WFJIOCU","2","B06Y1MZH5K","0027556149724","027556149724","B087KBYLPK","Speedo","no"
"Speedo Women's Swimsuit One Piece PowerFlex Flyback Printed Adult Hydro Speedo Green, 20","599740","627844","$ 51.82","3","$ 51.72","$ 69.55","$ 51.72","A3V1BO3WFJIOCU","2","B06Y1KQFCJ","0027556150041","027556150041","B0C369T62N","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Flyback Printed Adult Team Colors - Manufacturer Discontinued","606265","704476","$ 40.95","17","$ 40.95","$ 76.50","$ 40.95","A3V1BO3WFJIOCU","2","B06Y1MF2KV","0027556150201","027556150201","B087KBYLPK","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Flyback Printed Adult Team Colors - Discontinued","728120","773006","$ 45.00","13","$ 45.00","$ 76.50","$ 45.00","A3V1BO3WFJIOCU","1","B06Y1DGNCF","0027556150539","027556150539","B087KBYLPK","Speedo","no"
"Speedo Unisex-Adult Swim Goggles Speed Socket 2.0","1411","1060","","","","$ 96.77","$ 35.08","-","","B07494BH33","0027556201958","027556201958","B0BY5YNL8Y","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Flyback Printed Adult Energy Speedo Red, 32","287545","229783","$ 49.90","1","$ 44.95","$ 84.00","$ 49.90","A3V1BO3WFJIOCU","1","B07BYGRXY9","0027556214781","027556214781","B07BY4V98M","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Flyback Color Block Adult Team Colors , Spark Black/Red, 32","285704","220711","$ 49.90","1","$ 44.95","$ 115.22","$ 98.10","A3V1BO3WFJIOCU","2","B07BY8KFNN","0027556215054","027556215054","B07BY4V98M","Speedo","no"
"Speedo Kids Glide Print Goggle, Blue/Green","805416","1028950","$ 14.95","10","$ 14.95","$ 23.99","$ 14.95","A2ZP477B5FZIQ8","2","B07K4ZDMQH","0027556218765","027556218765","","Speedo","no"
"Speedo Unisex-child Swim Goggles Junior Hyper Flyer Ages 6-14","2601","2611","","","","$ 18.95","","-","","B07C1Y6V15","0027556220638","027556220638","B0BY5TLLS8","Speedo","no"
"Speedo Men's Swimsuit Jammer PowerFlex Eco Reigning Light","820066","1056850","$ 33.89","1","$ 33.89","$ 45.99","$ 33.89","A3V1BO3WFJIOCU","3","B07BY4JL9Z","0027556225770","027556225770","B07BY5TCGH","Speedo","no"
"Speedo Men's Swimsuit Jammer PowerFlex Eco Reigning Light","805126","1038892","$ 27.95","4","$ 27.95","$ 49.00","$ 27.95","A3V1BO3WFJIOCU","1","B07CBGKTLH","0027556226029","027556226029","B07BY5TCGH","Speedo","no"
"Speedo Unisex-Adult Swim Goggles Optical Vanquisher 2.0","2852","2770","$ 30.17","2","$ 25.00","$ 37.99","$ 26.38","A3V1BO3WFJIOCU","3","B07H3QN8NS","0027556228788","027556228788","B0CS1CCX6W","Speedo","no"
"Speedo Men's Swimsuit Brief Endurance+ Splice Team Colors","111258","117545","$ 32.99","4","$ 11.97","$ 55.80","$ 34.81","A107VXXK3PXCT4","3","B07BYMS8NQ","0027556234116","027556234116","B0CGYJLGLV","Speedo","no"
