Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,Referral Fee %,"New, 3rd Party FBM: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Amazon offer),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List,Blacklisted,Buy Box 🚚: Stock,"New, 3rd Party FBM 🚚: 30 days avg.",Prime Eligible (Buy Box),Buy Box : Current,Buy Box : Stock,New: Highest,Buy Bo : Current,Buy Box 🚚: Current,Unnamed: 13,Black_list,PID
"Steve Madden Women's Charlie Sneaker, Rhinestone, 6",39102,37371,79.95,11.0,79.95,,,-,0.0,B094NYP64J,195945410837,195945410837.0,B0CW2324TY,Steve Madden,,GB195945410837,https://www.google.com/search?q=195945410837+Steve+Madden+Women%27s+Charlie+Sneaker%2C+Rhinestone%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B094NYP64J?psc=1,"https://www.google.com/shopping/product/15636880003819959817/offers?q=195945410837&prds=cid:15636880003819959817,cond:1",Steve Madden,41.48,70.52,78.4,78.95,Y,,,,yes,,,$79.95,,,,Y,none
"Steve Madden Women's Belinda Flat, Black Leather Pearl, 6.5 M US",58533,58533,99.96,,99.96,,,-,0.0,B0CS4B7QGP,197369386781,197369386781.0,B0BPMRMBBF,Steve Madden,,GB197369386781,https://www.google.com/search?q=197369386781+Steve+Madden+Women%27s+Belinda+Flat%2C+Black+Leather+Pearl%2C+6.5+M+US&tbm=shop,Y,https://www.amazon.com/dp/B0CS4B7QGP?psc=1,"https://www.google.com/shopping/product/11965070342723556922/offers?q=197369386781&prds=cid:11965070342723556922,cond:1",Steve Madden,48.47,82.4,91.61,98.96,Y,,,,yes,,,$99.96,,,,Y,none
"Steve Madden Lessa Platform Sandals Women Block Heel Ankle Strap Open Toe Pumps (Black Leather, 9.5)",76278,65143,,,,,,-,,B0C15QPDQR,196829560617,196829560617.0,B0CW1XQLJ7,Steve Madden,,GB196829560617,https://www.google.com/search?q=196829560617+Steve+Madden+Lessa+Platform+Sandals+Women+Block+Heel+Ankle+Strap+Open+Toe+Pumps+%28Black+Leather%2C+9.5%29&tbm=shop,Y,https://www.amazon.com/dp/B0C15QPDQR?psc=1,"https://www.google.com/shopping/product/5185003439764218068/offers?q=196829560617&prds=cid:5185003439764218068,cond:1",Steve Madden,86.97,147.85,164.37,164.37,Y,,,$46.74,no,,,$109.99,,,,Y,none
Steve Madden Bevelyn Convertible Crossbody Bag (Cognac),54574,77043,130.0,7.0,130.0,,,-,0.0,B0CKDQH88Y,193624215124,193624215124.0,B0CNS69TQS,Steve Madden,,GB193624215124,https://www.google.com/search?q=193624215124+Steve+Madden+Bevelyn+Convertible+Crossbody+Bag+%28Cognac%29&tbm=shop,Y,https://www.amazon.com/dp/B0CKDQH88Y?psc=1,"https://www.google.com/shopping/product/4816653825303916940/offers?q=193624215124&prds=cid:4816653825303916940,cond:1",Steve Madden,71.6,121.72,135.32,129.0,Y,,,,yes,,,$159.00,,,,Y,none
Steve Madden Bevelyn Convertible Tote Bag (Black Dragon),54606,56069,149.0,4.0,140.0,,,-,0.0,B0CVRCRMC9,193624777899,193624777899.0,B0CNS69TQS,Steve Madden,,GB193624777899,https://www.google.com/search?q=193624777899+Steve+Madden+Bevelyn+Convertible+Tote+Bag+%28Black+Dragon%29&tbm=shop,Y,https://www.amazon.com/dp/B0CVRCRMC9?psc=1,"https://www.google.com/shopping/product/1132352648055534715/offers?q=193624777899&prds=cid:1132352648055534715,cond:1",Steve Madden,71.6,121.72,135.32,148.0,Y,,,,yes,,,$149.00,,,,Y,none
Steve Madden Bevelyn Convertible Crossbody Bag (Black Rhinestone),54448,54603,145.0,1.0,145.0,,,A347HKNIDUMSGB,1.0,B0CV75ZF16,193624905377,193624905377.0,B0CNS69TQS,Steve Madden,,GB193624905377,https://www.google.com/search?q=193624905377+Steve+Madden+Bevelyn+Convertible+Crossbody+Bag+%28Black+Rhinestone%29&tbm=shop,Y,https://www.amazon.com/dp/B0CV75ZF16?psc=1,"https://www.google.com/shopping/product/4816653825303916940/offers?q=193624905377&prds=cid:4816653825303916940,cond:1",Steve Madden,71.6,121.72,135.32,144.0,Y,,,$144.64,no,,,$158.93,,,,Y,none
Steve Madden Bevelyn Convertible Crossbody Bag (Bright Pink),53982,314151,,,140.0,,,-,0.0,B0CPVZHZRS,193624342752,193624342752.0,B0CNS69TQS,Steve Madden,,GB193624342752,https://www.google.com/search?q=193624342752+Steve+Madden+Bevelyn+Convertible+Crossbody+Bag+%28Bright+Pink%29&tbm=shop,Y,https://www.amazon.com/dp/B0CPVZHZRS?psc=1,"https://www.google.com/shopping/product/4816653825303916940/offers?q=193624342752&prds=cid:4816653825303916940,cond:1",Steve Madden,71.6,121.72,135.32,139.0,Y,,,$110.00,yes,,,$149.50,,,,Y,none
"Steve Madden Women's Sandra Sandal, Natural Raffia, 8.5",120995,295970,69.95,65.0,69.95,,,-,0.0,B0BRQW3X7J,197369006436,197369006436.0,B0CFG42V76,Steve Madden,,GB197369006436,https://www.google.com/search?q=197369006436+Steve+Madden+Women%27s+Sandra+Sandal%2C+Natural+Raffia%2C+8.5&tbm=shop,Y,https://www.amazon.com/dp/B0BRQW3X7J?psc=1,"https://www.google.com/shopping/product/5914133152936658641/offers?q=197369006436&prds=cid:5914133152936658641,cond:1",BHFO,19.99,33.98,37.78,68.95,Y,,,$137.73,yes,,,$69.95,,,,Y,none
"Steve Madden Women's Glacer Sneaker, Rhinestone, 6",137426,203260,,,,,,-,,B0CKTTF41Y,198024107055,198024107055.0,B0CJKNPDBL,Steve Madden,,GB198024107055,https://www.google.com/search?q=198024107055+Steve+Madden+Women%27s+Glacer+Sneaker%2C+Rhinestone%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B0CKTTF41Y?psc=1,"https://www.google.com/shopping/product/3932143573258347293/offers?q=198024107055&prds=cid:3932143573258347293,cond:1",Dillard's,99.99,169.98,188.98,188.98,Y,,,$89.95,no,,,$89.95,,,,Y,none
Steve Madden Travel Black Pyramid Detail Rounded Toe Ankle Strap Flat Sandal,108824,125956,,,130.0,,,-,0.0,B081SQ9ZPT,194068112727,194068112727.0,B0856L7S4J,Steve Madden,,GB194068112727,https://www.google.com/search?q=194068112727+Steve+Madden+Travel+Black+Pyramid+Detail+Rounded+Toe+Ankle+Strap+Flat+Sandal&tbm=shop,Y,https://www.amazon.com/dp/B081SQ9ZPT?psc=1,"https://www.google.com/shopping/product/6402042966648660742/offers?q=194068112727&prds=cid:6402042966648660742,cond:1",Steve Madden,72.97,124.05,137.91,129.0,Y,,,,no,,,$130.00,,,,Y,none
"Steve Madden Women's Luxe Heeled Sandal, Silver, 9.5",154454,214273,89.95,14.0,89.95,,,-,0.0,B0CLC8VKZM,196829222669,196829222669.0,B0CLC3J893,Steve Madden,,GB196829222669,https://www.google.com/search?q=196829222669+Steve+Madden+Women%27s+Luxe+Heeled+Sandal%2C+Silver%2C+9.5&tbm=shop,Y,https://www.amazon.com/dp/B0CLC8VKZM?psc=1,"https://www.google.com/shopping/product/471213277266284953/offers?q=196829222669&prds=cid:471213277266284953,cond:1",Bloomingdale's,42.97,73.05,81.21,88.95,Y,,,$168.03,yes,,,$89.95,,,,Y,none
Steve Madden Women's Travel Black Flat Sandal 7.5 M US,110771,123688,,,130.0,,,-,0.0,B081SWB4KP,194068112635,194068112635.0,B0856L7S4J,Steve Madden,,GB194068112635,https://www.google.com/search?q=194068112635+Steve+Madden+Women%27s+Travel+Black+Flat+Sandal+7.5+M+US&tbm=shop,Y,https://www.amazon.com/dp/B081SWB4KP?psc=1,"https://www.google.com/shopping/product/7756704729353158964/offers?q=194068112635&prds=cid:7756704729353158964,cond:1",Shop Premium Outlets,46.99,79.88,88.81,129.0,Y,,,,no,,,$130.00,,,,Y,none
"Steve Madden Women's Luxe Heeled Sandal, Silver, 9",159704,204595,89.95,16.0,89.95,,,-,0.0,B0CLC723XP,196829222645,196829222645.0,B0CLC3J893,Steve Madden,,GB196829222645,https://www.google.com/search?q=196829222645+Steve+Madden+Women%27s+Luxe+Heeled+Sandal%2C+Silver%2C+9&tbm=shop,Y,https://www.amazon.com/dp/B0CLC723XP?psc=1,"https://www.google.com/shopping/product/14503159551692365187/offers?q=196829222645&prds=cid:14503159551692365187,cond:1",Bloomingdale's,42.97,73.05,81.21,88.95,Y,,,$168.03,yes,,,$89.95,,,,Y,none
"Steve Madden Women's Excite Heeled Sandal, Green Suede, 9.5",699827,699827,119.95,,119.95,,,-,0.0,B0CJ13W4T5,198024034061,198024034061.0,B0CJ12WR41,Steve Madden,,GB198024034061,https://www.google.com/search?q=198024034061+Steve+Madden+Women%27s+Excite+Heeled+Sandal%2C+Green+Suede%2C+9.5&tbm=shop,Y,https://www.amazon.com/dp/B0CJ13W4T5?psc=1,"https://www.google.com/shopping/product/7404987888100880514/offers?q=198024034061&prds=cid:7404987888100880514,cond:1",Shop Premium Outlets,40.99,69.68,77.47,118.95,Y,,,,yes,,,$119.95,,,,Y,none
"Steve Madden Women's Hayle Chelsea Boot, Sand Suede, 8.5 Wide",262353,147310,80.34,,80.34,,,-,0.0,B0C9K65F8D,197369685471,197369685471.0,B0BFZVF4Y1,Steve Madden,,GB197369685471,https://www.google.com/search?q=197369685471+Steve+Madden+Women%27s+Hayle+Chelsea+Boot%2C+Sand+Suede%2C+8.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B0C9K65F8D?psc=1,"https://www.google.com/shopping/product/15934257874275200357/offers?q=197369685471&prds=cid:15934257874275200357,cond:1",BHFO,33.99,57.78,64.24,79.34,Y,,,,yes,,,$99.95,,,,Y,none
"Steve Madden Women's MOXXI Heeled Sandal, Light Pink, 6",221562,644014,,,,,,-,,B09GWDV7HW,196361100968,196361100968.0,B09GWTT9W7,Steve Madden,,GB196361100968,https://www.google.com/search?q=196361100968+Steve+Madden+Women%27s+MOXXI+Heeled+Sandal%2C+Light+Pink%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B09GWDV7HW?psc=1,"https://www.google.com/shopping/product/9309307239825943863/offers?q=196361100968&prds=cid:9309307239825943863,cond:1",Steve Madden,100.97,171.65,190.83,190.83,Y,,,$58.41,no,,,$99.95,,,,Y,none
"Steve Madden Women's Lombardo Heeled Sandal, Natural, 6",412979,1096899,109.95,9.0,109.95,,,-,0.0,B09M7GZYQV,196361097404,196361097404.0,B09M7VNTGZ,Steve Madden,,GB196361097404,https://www.google.com/search?q=196361097404+Steve+Madden+Women%27s+Lombardo+Heeled+Sandal%2C+Natural%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B09M7GZYQV?psc=1,"https://www.google.com/shopping/product/928364914992772553/offers?q=196361097404&prds=cid:928364914992772553,cond:1",Belk,59.5,101.15,112.45,108.95,Y,,,,yes,,,$119.95,,,,Y,none
"Steve Madden Women's Duo Sneaker, White, 6",442427,629745,89.95,,89.95,,,A1195MQ583AB5O,1.0,B0CHLFGPZ7,198024014186,198024014186.0,B0CHLBX7Z1,Steve Madden,,GB198024014186,https://www.google.com/search?q=198024014186+Steve+Madden+Women%27s+Duo+Sneaker%2C+White%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B0CHLFGPZ7?psc=1,"https://www.google.com/shopping/product/5948345575645345415/offers?q=198024014186&prds=cid:5948345575645345415,cond:1",Steve Madden,51.98,88.37,98.24,88.95,Y,,,$95.19,yes,,,$89.95,,,,Y,none
"Steve Madden womens Mav Fashion Boot, Pink, 9 10 US",231993,122699,78.11,2.0,68.99,,,A3V17JP5RCORRR,1.0,B0B25W41H2,196829284728,196829284728.0,B09Z5F37KW,Steve Madden,,GB196829284728,https://www.google.com/search?q=196829284728+Steve+Madden+womens+Mav+Fashion+Boot%2C+Pink%2C+9+10+US&tbm=shop,Y,https://www.amazon.com/dp/B0B25W41H2?psc=1,"https://www.google.com/shopping/product/16589610711695669898/offers?q=196829284728&prds=cid:16589610711695669898,cond:1",BHFO,42.99,73.08,81.25,77.11,Y,,,$78.11,no,,,$129.95,,,,Y,none
"Steve Madden Women's Triple Chelsea Boot, Bone Leather, 6.5",352414,228538,59.0,,59.0,,,-,0.0,B0CFB9Q77R,197369518250,197369518250.0,B096MJZTN8,Steve Madden,,GB197369518250,https://www.google.com/search?q=197369518250+Steve+Madden+Women%27s+Triple+Chelsea+Boot%2C+Bone+Leather%2C+6.5&tbm=shop,Y,https://www.amazon.com/dp/B0CFB9Q77R?psc=1,"https://www.google.com/shopping/product/18406530160017447792/offers?q=197369518250&prds=cid:18406530160017447792,cond:1",Sears - BHFO,30.94,52.6,58.48,58.0,Y,,,,yes,,,$118.00,,,,Y,none
"Steve Madden Women's Azariah Heeled Sandal, Fuchsia, 6.5",537487,600094,119.95,4.0,119.95,,,-,0.0,B0CBSSD61L,197369756928,197369756928.0,B0CBSXDS4H,Steve Madden,,GB197369756928,https://www.google.com/search?q=197369756928+Steve+Madden+Women%27s+Azariah+Heeled+Sandal%2C+Fuchsia%2C+6.5&tbm=shop,Y,https://www.amazon.com/dp/B0CBSSD61L?psc=1,"https://www.google.com/shopping/product/1760623279333377731/offers?q=197369756928&prds=cid:1760623279333377731,cond:1",Nordstrom Rack,55.97,95.15,105.78,118.95,Y,,,$157.86,yes,,,$119.95,,,,Y,none
Steve Madden Windie Sand Suede 6.5 M,573732,599291,81.38,9.0,81.38,,,A1195MQ583AB5O,1.0,B0C6HYGRJN,196361634531,196361634531.0,B0C6J2B19R,Steve Madden,,GB196361634531,https://www.google.com/search?q=196361634531+Steve+Madden+Windie+Sand+Suede+6.5+M&tbm=shop,Y,https://www.amazon.com/dp/B0C6HYGRJN?psc=1,"https://www.google.com/shopping/product/14382194495639659795/offers?q=196361634531&prds=cid:14382194495639659795,cond:1",BHFO,38.99,66.28,73.69,80.38,Y,,,$161.87,yes,,,$87.91,,,,Y,none
"Steve Madden womens Mav Fashion Boot, Bone, 7 8 US",240067,125230,94.9,1.0,94.9,,,-,0.0,B0B25RWMWS,196829284834,196829284834.0,B09Z5F37KW,Steve Madden,,GB196829284834,https://www.google.com/search?q=196829284834+Steve+Madden+womens+Mav+Fashion+Boot%2C+Bone%2C+7+8+US&tbm=shop,Y,https://www.amazon.com/dp/B0B25RWMWS?psc=1,"https://www.google.com/shopping/product/730986821645680660/offers?q=196829284834&prds=cid:730986821645680660,cond:1",Steve Madden,49.99,84.98,94.48,93.9,Y,,,$69.95,yes,,,$194.38,,,,Y,none
"Steve Madden Womens Blessing Leather Slingback Heels Black 6 Medium (B,M)",757971,891406,,,69.61,,,-,0.0,B0C6FWXBR8,196361282909,196361282909.0,B09GWTPNJZ,Steve Madden,,GB196361282909,https://www.google.com/search?q=196361282909+Steve+Madden+Womens+Blessing+Leather+Slingback+Heels+Black+6+Medium+%28B%2CM%29&tbm=shop,Y,https://www.amazon.com/dp/B0C6FWXBR8?psc=1,"https://www.google.com/shopping/product/2899706023991416764/offers?q=196361282909&prds=cid:2899706023991416764,cond:1",Sears - BHFO,38.94,66.2,73.6,68.61,Y,,,,yes,,,$109.00,,,,Y,none
"Steve Madden Women's Elene Ankle Boot, Black Leather, 7",447813,453127,98.03,,87.59,,,-,0.0,B0C9F7L5D4,197369669433,197369669433.0,B0C9FCHKVL,Steve Madden,,GB197369669433,https://www.google.com/search?q=197369669433+Steve+Madden+Women%27s+Elene+Ankle+Boot%2C+Black+Leather%2C+7&tbm=shop,Y,https://www.amazon.com/dp/B0C9F7L5D4?psc=1,"https://www.google.com/shopping/product/16018955797681560752/offers?q=197369669433&prds=cid:16018955797681560752,cond:1",BHFO,41.99,71.38,79.36,97.03,Y,,,,yes,,,$179.17,,,,Y,none
"Steve Madden Women's Indulge Heeled Sandal, Pink, 8.5",919146,901406,109.95,,109.95,,,-,0.0,B0C6R9WKNQ,197369639993,197369639993.0,B0C6RJZFYT,Steve Madden,,GB197369639993,https://www.google.com/search?q=197369639993+Steve+Madden+Women%27s+Indulge+Heeled+Sandal%2C+Pink%2C+8.5&tbm=shop,Y,https://www.amazon.com/dp/B0C6R9WKNQ?psc=1,"https://www.google.com/shopping/product/15550753285159254146/offers?q=197369639993&prds=cid:15550753285159254146,cond:1","Walmart - BHFO, Inc.",45.99,78.18,86.92,108.95,Y,,,,yes,,,$109.95,,,,Y,none
"Steve Madden Men's Hennric Combat Boot, Black Leather, 9",658860,852673,116.58,,116.58,,,-,0.0,B0C9PHC9Z3,197116223048,197116223048.0,B0C9NGPS2J,Steve Madden,,GB197116223048,https://www.google.com/search?q=197116223048+Steve+Madden+Men%27s+Hennric+Combat+Boot%2C+Black+Leather%2C+9&tbm=shop,Y,https://www.amazon.com/dp/B0C9PHC9Z3?psc=1,"https://www.google.com/shopping/product/2830848447506719336/offers?q=197116223048&prds=cid:2830848447506719336,cond:1",Steve Madden,66.67,113.34,126.01,115.58,Y,,,,yes,,,$160.00,,,,Y,none
"Steve Madden Women's Courtnie Pump, Pink Leather, 6",328973,376873,87.47,,87.47,,,-,0.0,B0CC6RXLXT,197369764053,197369764053.0,B0CC7F2P9D,Steve Madden,,GB197369764053,https://www.google.com/search?q=197369764053+Steve+Madden+Women%27s+Courtnie+Pump%2C+Pink+Leather%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B0CC6RXLXT?psc=1,"https://www.google.com/shopping/product/10729029375718189242/offers?q=197369764053&prds=cid:10729029375718189242,cond:1","Walmart - BHFO, Inc.",34.99,59.48,66.13,86.47,Y,,,$162.58,yes,,,$87.47,,,,Y,none
"Steve Madden Women's Laurel Heeled Sandal, Gold Glitter, 11",243247,347064,87.35,,87.35,,,-,0.0,B0CCFBH6QG,197369142066,197369142066.0,B0CCFLSQ8R,Steve Madden,,GB197369142066,https://www.google.com/search?q=197369142066+Steve+Madden+Women%27s+Laurel+Heeled+Sandal%2C+Gold+Glitter%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B0CCFBH6QG?psc=1,"https://www.google.com/shopping/product/9847913510566743597/offers?q=197369142066&prds=cid:9847913510566743597,cond:1","Walmart - BHFO, Inc.",24.99,42.48,47.23,86.35,Y,,,,yes,,,$119.95,,,,Y,none
"Steve Madden Men's Nills Sneaker, White/Beige, 7.5 M",4300725,4300725,125.0,,125.0,,,-,0.0,B0CD5PKJ9H,197116285565,197116285565.0,B0CJG5FN82,Steve Madden,,GB197116285565,https://www.google.com/search?q=197116285565+Steve+Madden+Men%27s+Nills+Sneaker%2C+White%2FBeige%2C+7.5+M&tbm=shop,Y,https://www.amazon.com/dp/B0CD5PKJ9H?psc=1,"https://www.google.com/shopping/product/6789912424897254210/offers?q=197116285565&prds=cid:6789912424897254210,cond:1",Sole Desire,47.5,80.75,89.77,124.0,Y,,,,yes,,,$125.00,,,,Y,none
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Zinc/Light Zinc/Lilac Chalk, 11",834,1687,,,,,,-,,B09H3NJFVK,196307428835,196307428835.0,B0CLVR2J3M,New Balance,yes,GB196307428835,https://www.google.com/search?q=196307428835+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Zinc%2FLight+Zinc%2FLilac+Chalk%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B09H3NJFVK?psc=1,"https://www.google.com/shopping/product/14670421353407995045/offers?q=196307428835&prds=cid:14670421353407995045,cond:1",Zappos.com,69.95,118.92,132.21,132.21,Y,,,,,,,,,,,Y,none
"New Balance Men's Fresh Foam Arishi V4 Running Shoe, Neon Dragonfly/Black, 11 X-Wide",1468,1407,,,,,,-,,B09YGHK5H4,196432896431,196432896431.0,B09K52X9QR,New Balance,yes,GB196432896431,https://www.google.com/search?q=196432896431+New+Balance+Men%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Neon+Dragonfly%2FBlack%2C+11+X-Wide&tbm=shop,Y,https://www.amazon.com/dp/B09YGHK5H4?psc=1,"https://www.google.com/shopping/product/14091520277832322191/offers?q=196432896431&prds=cid:14091520277832322191,cond:1",New Balance,109.99,186.98,207.88,207.88,Y,,,,,,,,,,,Y,none
Womens New Balance Fresh Foam X 1080v12,2750,3208,,,,,,-,,B0BF5RMNHS,196307469258,196307469258.0,B096NKR8NM,New Balance,no,GB196307469258,https://www.google.com/search?q=196307469258+Womens+New+Balance+Fresh+Foam+X+1080v12&tbm=shop,Y,https://www.amazon.com/dp/B0BF5RMNHS?psc=1,"https://www.google.com/shopping/product/4189118345623812555/offers?q=196307469258&prds=cid:4189118345623812555,cond:1",Zappos.com,130.34,221.58,246.34,246.34,Y,,,,,,,,,,,Y,none
